query,query_id
"information in the EEOC complaints filed, the EEOC could have attempted conciliation of the dispute. The purposes of requiring notice have been satisfied. See also Walker v. Mountain States Tel. & Tel. Co., 112 F.R.D. 44, 46 (D.Colo.1986); Kloos v. Carter-Day Co., 799 F.2d 397, 400 (8th Cir.1986); Bean v. Crocker National Bank, 600 F.2d 754, 759 (9th Cir.1979). C. Notice to putative class members Defendant contends no notice of the pending ADEA claims should be sent by plaintiffs, their counsel, or the Court. Plaintiffs argue they should be allowed to communicate with potential opt-in plaintiffs. This Court is without authority to issue notice to potential class members or take an active role in discovering or contacting potential plaintiffs.  REDACTED Our role in developing a Section 16(b) class, as opposed to a Rule 23 class, is quite limited. In an opt-in class situation, the Court need not protect the due process interests of non-joining parties, as they will not be bound by the outcome of the action. Named plaintiffs are responsible for developing a Section 16(b) class. However, in the interest of avoiding barratry, the parties’ conduct is also somewhat limited. Discovery directed solely toward establishing a class will not be allowed. Id., at 1267. Discovery should proceed on the named plaintiffs’ claims. The parties will be held to strict compliance with the procedures set forth in Dolan. Reasonable communication with putative class members is proper. Id., at 1268. We",613708
"defendant David Goldstein moves for reconsideration of that portion of the Court’s September 14, 1998 Memorandum & Order which denied Goldstein’s motion to dismiss Counts Two, Four, Five, and Twenty-Two on statute of limitations grounds. Having considered Goldstein’s arguments, the Court adheres to its prior ruling. Each member of a conspiracy remains responsible for the known or reasonably foreseeable acts committed by his eoconspirators in furtherance of a conspiracy, unless and until he takes an affirmative action to withdraw from the conspiracy. See Pinkerton v. United States, 328 U.S. 640, 646, 66 S.Ct. 1180, 90 L.Ed. 1489 (1946); United States v. Eisen, 974 F.2d 246, 268 (2d Cir.1992), cert. denied, 507 U.S. 1029, 113 S.Ct. 1840, 123 L.Ed.2d 467 (1993);  REDACTED Mere cessation of activity in furtherance of the conspiracy does not necessarily establish that a member has withdrawn. See United States v. Goldberg, 401 F.2d 644, 648 (2d Cir.1968), cert. denied, 393 U.S. 1099, 89 S.Ct. 895, 21 L.Ed.2d 790 (1969). Here, the Indictment properly charges that defendants, including Goldstein, committed substantive offenses within the statute of limitations period in furtherance of a conspiracy to defraud the federal government. Contrary to Goldstein’s characterization, nothing about the Government’s theory “revives” or “reincarnates” an offense that would otherwise be time-barred. While Goldstein may argue at trial that he withdrew from the conspiracy on September 1, 1991, the Government is entitled",580758
"for the purpose of executing the scheme. It is not necessary that the scheme contemplate the use of the mails as an essential element.  REDACTED 37 S.Ct. 438, 61 L.Ed. 836.” Appellant also argues that no offense is spelled out under the statute because the scheme had its fruition before a deposit of the transmittal letters in the mail. He cites the case of United States v. McKay, D.C.E.D.Mich.S.D.1942, 45 F. Supp. 1001, in support of his contention. That case is of no help to the appellant. Therein, the indictment charged a scheme to defraud Edsel Bi Ford out of $5,000.00 through making * false representations. The false representations were not made through the mail. As a result of the representations, Mr. Ford paid $5,000.00. Subsequent to such payment, a cashier’s check in that amount was purchased and transmitted through the mails to the appellant. That case merely",568543
"54, 95 N.E.2d 628; Murphy v. Commonwealth, 172 Mass. 264, 52 N.E. 505, 43 L.R.A. 154; cf. State of Kansas v. Tyree, 70 Kan. 203, 78 P. 525. Such, too, has been held the ease where a statute results in the increase of either the minimum or the maximum provision of an indeterminate sentence law, even where an accused could receive the same sentence under either statute because of the discretion allowed some authority. This rule has been followed where the statutes involved discretionary power since they would entail a change of possible disadvantage to the committed person. In re Lambrecht, 137 Mich. 450, 100 N.W. 606; People of United States ex rel. Umbenhower v. McDonnell, D.C.N.D.Ill.E.D.1934, 11 F.Supp. 1014;  REDACTED upp. 70. Here the alteration of petitioner’s situation is not merely theoretical. It has been so changed as to already result in his detention for more than a year beyond what would have been the expiration date of his sentence had the new statute not been given ex post facto effect. No one can doubt from the undisputed record that if the Legislature had not amended the good-time schedules, Thompson would now be a free man. It is not enough to justify the infringement of a constitutional right to say that under the law as interpreted by the state court such infringement was discretionary. It is not enough to say that under other circumstances the good-time allowance could be withdrawn from a prisoner at the",16088
"a claim, the plaintiff must show: (1) the harm ultimately caused was foreseeable and fairly direct; (2) a state actor acted with a degree of culpability that shocks the conscience; (3) a relationship between the state and the plaintiff existed such that the plaintiff was a foreseeable victim of the defendant’s acts, or a member of a discrete class of persons subject to the potential harm brought about by the state’s actions, as opposed to a member of the public in general; and (4) a state actor affirmatively used his or her authority in a way that created a danger to the citizen or that rendered the citizen more vulnerable to danger than had the state not acted at all.  REDACTED I am not aware of any binding authority from the Third Circuit in which the state-created danger theory has been applied to facts such as are alleged here — i.e., where the police are accused of inciting violence by private parties — -though such an application of the theory has been contemplated in non-precedential decisions. See Cherry v. City of Phila., 216 Fed.Appx. 205, 207 (3d Cir.2007) (insufficient evidence to support plaintiffs state-created danger theory that police falsely identified her as a cooperator in order to place her in harm’s way, as a technique to force her to cooperate); see also Liedy v. Borough of Glenolden, 117 Fed.Appx. 176, 180 (3d Cir.2004) (suggesting that",782478
"""(discounting objection for failure to timely file); Chavez v. PVH Corp. , No. 13-CV-01797-LHK, 2015 WL 9258144, at *3 (N.D. Cal. Dec. 18, 2015), appeal dismissed (Feb. 4, 2016) (same and collecting authority); Moore v. Verizon Commc'ns Inc. , No. C 09-1823 SBA, 2013 WL 4610764, at *12 (N.D. Cal. Aug. 28, 2013) (overruling several objections for failure to meet various noticed procedural requirements). That said, """"settlement class actions present unique due process concerns for absent class members, and the district court has a fiduciary duty to look after the interests of those absent class members."""" Allen v. Bedolla , 787 F.3d 1218, 1223 (9th Cir. 2015) (internal citations and quotation marks omitted); see also id. (citing, e.g.,  REDACTED Reynolds v. Beneficial Nat'l Bank , 288 F.3d 277, 280 (7th Cir. 2002) (at the settlement phase, the district judge is """"a fiduciary of the class,"""" subject """"to the high duty of care that the law requires of fiduciaries""""); and Maywalt v. Parker & Parsley Petrol. Co. , 67 F.3d 1072, 1078 (2d Cir. 1995) (noting that """"the district court has a fiduciary responsibility to ensure that the settlement is fair and not a product of collusion, and that the class members' interests were""",83080
"must return a verdict fixing the punishment of the defendant at imprisonment for life.... The jury returned a verdict fixing the punishment at death. The verdict form recites that it found beyond a reasonable doubt both the statutory aggravating circumstance, “Torture, Depravity of mind and that as a result it was outrageous and wantonly vile, horrible and inhuman,” and a non-statutory aggravating circumstance, LaRette’s 1974 rape conviction in Douglas County, Kansas. LaRette argues that this instruction is unconstitutionally vague because the term “depravity of mind” does not provide clear and objective standards that adequately channel the sentencer’s discretion in a way that can be rationally reviewed, citing Godfrey v. Georgia, 446 U.S. 420, 100 S.Ct. 1759, 64 L.Ed.2d 398 (1980), and  REDACTED We rejected this precise argument in Battle v. Delo, 19 F.3d 1547, 1562 (8th Cir.1994), another case in which the jury expressly found that the crime involved torture as well as depravity of mind. A finding of torture is sufficient to properly narrow the class of persons eligible for the death penalty. See Maynard, 486 U.S. at 364-65, 108 S.Ct. at 1859-60; Smith v. Armontrout, 888 F.2d 530, 538 (8th Cir.1989). Moreover, as required by Mo.Rev.Stat. § 565.014, the Missouri Supreme Court reviewed the evidence and specifically found that it supports the jury's finding of torture. LaRette, 648 S.W.2d at 102. In a non-weighing state like Missouri, this review cured any error in the depravity-of-mind instruction.",194531
"infliction of pain” or acts “repugnant to the conscience of mankind.” Estelle v. Gamble, 429 U.S. 97, 105-06, 97 S.Ct. 285, 50 L.Ed.2d 251 (1976) (internal quotation marks omitted). Municipal employees may be entitled to qualified immunity for claims brought against them in their individual or personal capacities. Turner v. Houma Mun. Fire & Police Civ. Serv. Bd., 229 F.3d 478, 483 (5th Cir.2000). To defeat a claim of qualified immunity, a petitioner must state a claim for a violation of a constitutional right, show that the constitutional right was established at the time of the actions at issue, and demonstrate that defendant’s conduct was objectively unreasonable in light of the legal rules clearly established when the defendant acted.  REDACTED Conclusory allegations of wrongdoing do not satisfy these requirements. Geter v. Fortenberry, 849 F.2d 1550, 1553 (5th Cir.1988). Carter’s allegations are bald conclusions that do not state a claim of a constitutional deprivation. See id. There is no evidence that Reach’s omitting to provide medical attention to Carter in the scant half-hour they were together resulted in the injuries that Carter claims to have suffered. Although the district court stated that Carter had presented testimony on this point, that testimony is not in the appellate rec ord because Carter failed to provide a transcript of his Spears hearing. See Spears v. McCotter, 766 F.2d 179 (5th Cir. 1985). An appellant who maintains that a district court determination is contrary to",867644
"decided; 2. The need to administer the bankruptcy case in an orderly and efficient manner; 3. The burden on the bankruptcy-court’s docket; 4. The length of time required for trial and decision; 5. The asset and liability structure of the debtor; 6. The prejudice to the debtor relative to the prejudice to the taxing authority from inconsistent assessments. In re Galvano, 116 B.R. at 372. As a general proposition, the policy underlying determinations of tax liability pursuant to § 505 is to protect creditors. Id. However, where the debtor’s general unsecured creditors will not benefit from the requested reassessment, bankruptcy courts generally abstain from exercising their discretion under § 505(a)(1),; In re Eddyville Corp. 1998 WL 106143 (S.D.N.Y. March 10, 1998);  REDACTED In re Beisel, 195 B.R. 378 (Bankr.S.D.Ohio 1996); In re St John’s Nursing Home, Inc., 154 B.R. 117 (Bankr.D.Mass.1993). In the instructive case of In re Eddyville Corp., the debtor’s chief asset was a parcel of real property worth $350,000.00, subject to a first mortgage in the principal sum of $200,000.00, plus several years of interest. The debtor filed for Chapter 11 protection and brought a motion pursuant to 11 U.S.C. § 505(a) for a determination of the amount of its real property taxes from 1988 through the debtor’s bankruptcy petition date in 1995. The debtor had not paid any of the taxes at issue nor had the taxes previously been challenged. The bankruptcy court decided to abstain from determining taxes under",202823
"limited by the language of the statute, can or should be applied. Courts have strictly construed the scope of § 2112(a) and held that the first filing rule does not apply where competing petitions for review challenge closely related but nevertheless distinct agency orders. See, e.g., Midwest Video Corp. v. United States, 362 F.2d 259, 261 (8th Cir.1966). This does not suggest that a court cannot, in an exercise of its discretion, transfer a matter to another forum, see American Civil Liberties Union v. FCC., 486 F.2d 411, 414 (D.C.Cir.1973), and it may well be that, in various circumstances, such a transfer would not only speed resolution of a case but further the interests of justice. See  REDACTED Whether such circumstances exist here is a question the parties have not addressed; but, as shall be seen, it need not be answered here. The only point is that the first filing rule is no impediment to our assertion of jurisdiction in this case, leading us to the next question of whether, venue problems aside, we even can or should intervene in the withdrawal proceedings at this early stage. B This question is raised by the respondent’s more fundamental claim that this court, hence I as a single judge of the court, cannot exercise jurisdiction in this case because the agency action sought to be reviewed by the underlying petition is a “non-final” administrative order dealing solely with procedural matters. EPA",714881
"Federal Rules of Civil Procedure. See for example Complaint Paragraphs quoted in Appendix A and the allegations of Complaint Paragraphs 49-63. 3. As for the Academy’s claim that there are no adequate allegations of a “group boycott,” the allegations just referred to are plainly sufficient to overcome the Academy’s motion to dismiss. 4. There is some limited case support for the Academy’s argument that the Complaint fails adequately to allege a conspiracy. Several decisions involving ordinary business corporations have held that antitrust claims cannot be premised on a “conspiracy” between such a corporation and its own officers. Those decisions are of course distinguishable from the situation involving an association (an entity separate from its constituent members); but .one decision  REDACTED In the opinion of this Court, that analysis cannot fairly apply to an association such as the Academy, and this Court declines to follow Hatley. Where the necessary anticompetitive allegations are present, the very fact that an association of competitors is involved and enforces its activities by by-laws or similar internal means is itself sufficient to ground an antitrust complaint. As then District Judge (now Circuit Judge) Harlington Wood, Jr. said in McCreery Angus Farms v. American Angus Ass’n, 379 F.Supp. 1008, 1017 (S.D.Ill.1974), aff’d by unpublished order 506 F.2d 1404 (7th Cir. 1974): The Defendants’ contention is not well taken. The requisite agreement needed to bring the activity in",21986
"section 362(a), the filing of a bankruptcy petition creates a broad automatic stay protecting the property of the debtor. Ordinarily, any action taken in violation of the stay is void and without effect, Ellis v. Consolidated Diesel Elec. Corp., 894 F.2d 371, 372 (10th Cir.1990), even where there is no actual notice of the existence of the stay, In re Smith, 876 F.2d 524, 526 (6th Cir.1989). Nevertheless, equitable principles may, in some circumstances, be applicable to claimed violations of the stay. The existing case law indicates that courts will apply equitable considerations at least where the creditor was without actual knowledge of a bankruptcy petition and the bankrupt’s unreasonable behavior contributed to the creditor’s plight. See, e.g.,  REDACTED see also Matthews v. Rosene, 739 F.2d 249, 251 (7th Cir.1984) (laches barred debtor's attempt to void a 33-month-old state court judgment on the basis of the automatic stay). In our view, it would be inequitable to allow Calder to claim any protections of the automatic stay under section 362(a) to defeat the Jobs’ state court judgment. The basic undisputed fact apparent from the record is that Calder actively litigated the state court action and did not provide notice of the pending Chapter 13 proceeding until just before the state court was",830043
"612, 615, 94 S.Ct. at 2444, 2445, 2446). The Bounds Court emphasized that legal assistance for prisoners is particularly important in the context of discretionary appeals, collateral attacks and civil rights actions. It stated: [I]n this case, we are concerned in large part with original actions seeking new trials, release from confinement, or vindication of fundamental civil rights. Rather than presenting claims that have been passed on by two courts, they frequently raise heretofore unlitigated issues. As this Court has ‘constantly emphasized,’ habeas corpus and civil rights actions are of ‘fundamental importance ... in our constitutional scheme’ because they directly protect our most valued rights. Johnson v. Avery, 393 U.S. at 485 [89 S.Ct. at 748];  REDACTED itutional violations. The need for new legal research or advice to make a meaningful initial presentation to a trial court in such a case is far greater than is required to file an adequate petition for discretionary review. Bounds, 430 U.S. at 827-28, 97 S.Ct. at 1498. The Court explained its rationale at some length. Although it is essentially true ... that a habeas corpus petition or civil rights complaint need only set forth facts giving rise to the cause of action ... it hardly follows",876441
"has not employed the gun, availed himself of the gun, or derived any service from the gun by simply trading his drugs for it. [A] seller does not use a buyer’s consideration.” Stewart, 246 F.3d at 731 (internal quotations omitted). In United States v. Warwick, 167 F.3d 965 (6th Cir.1999), the Court concluded that by accepting a weapon offered by an undercover agent, a defendant does not actively do anything because his conduct is inherently passive. The Court found Ul-loa and Cannon distinguishable because defendants in those cases had actively devised the plan for the exchange of drugs for guns. Warwick, 167 F.3d at 976. See also United States v. Layne, 192 F.3d 556 (6th Cir.1999) (following Warwick). Similarly, in  REDACTED  the Court reversed a conviction and applied the passive conduct approach where the government agent provided the gun. Significantly, in that case the agent admitted that he had deliberately made the gun a part of the transaction in order to set up a conviction under section 924(c)(1). Westmoreland, 122 F.3d at 436. The Court noted that “[w]e might well have a different case had the transaction occurred between two defendants instead of between a government agent and a defendant.” Id. at 436 n. 1. Further indicating its wariness, the Court also found “significant the fact that the government agent introduced the gun into the transaction, rather than the defendant requesting the gun in payment for the drugs. But we need not",163521
"concern that it not be exposed to potential tax liability or regulatory action against their insurance licenses and/or criminal prosecution for failure to follow Puerto Rico law; that it was Adrian who caused the delay in payment; and that Adrian only intended to structure one-half of her net settlement proceeds and to take the remaining one-half in cash. II. Local Rule 56 Local Rule 56 requires parties to support a motion for summary judgment with a statement of material facts as to which the moving party contends there is no genuine issue of material fact to be tried. Loc. Civ. R. 56(b). As a general principle, parties may not include legal arguments or conclusions in their statement of facts. See  REDACTED Juarbe-Velez v. Soto-Santiago, 558 F.Supp.2d 187, 192 (D.P.R.2008). Both parties, but most egregiously the plaintiff, have failed to comply with this principle. The plaintiffs additional statement of uncontested facts does not present separate facts supported by reference to record citation as required by Local Rule 56; the statement submits lengthy paragraphs containing statements of argument, opinion, and conclusion which more often than not contain no factual statements. If and when a factual statement is present, however, it is intertwined with argument, opinion or conclusion that requires an exhausting process to pick apart the offending paragraph, something that this Court will not undertake. Counsel should note that these lengthy paragraphs confuse facts with conclusory statements, opinions and arguments and as such are",800233
"not change the financial terms of one’s employment but that “significantly reduce! ] the employee’s career prospects by preventing him from using the skills in which he is trained and experienced, so that the skills are likely to atrophy and his career is likely to be stunted”). The two instances of suspension and administrative leave of which Hartzol has complained are adverse employment actions. With respect to these two adverse employment actions, Hartzol does not need to show that his performance was satisfactory. The Seventh Circuit has held that this prong is inapplicable to disparate treatment claims where an employee acknowledges (or concedes) wrongdoing but contends he was disciplined more severely than similarly-situated employees outside of his protected class. See  REDACTED See also Flores v. Preferred Technical Group, 182 F.3d 512, 515 (7th Cir.1999) (holding that where a plaintiff alleges she. was disciplined more severely than co-workers, “it makes little sense ... to discuss whether she was meeting her employer’s reasonable expectations”). Finally, Hartzol must show that similarly-situated employees were treated more favorably than he was. Hartzol argues that non-African-American employees were not placed on administrative leave for the food safety violations of which he was accused. To show that another employee is similarly situated to him, Hartzol must show that “there",381657
"price for the risk it was assuming. If this is true, then Dexter must lose. It would be a case in which the purchaser had placed no reliance on the seller’s misrepresentations, and reliance is an essential element of a fraud case, because without reliance, fraud is harmless”) (citations omitted). New York courts have imposed a duty of investigation only in very narrow circumstances in fraud cases. In general, a plaintiff need not establish due diligence except in cases “in which plaintiff was placed on guard or practically faced with the facts.” Mallis v. Bankers Trust Co., 615 F.2d 68, 80 (2d Cir.1980), cert. denied, 449 U.S. 1123, 101 S.Ct. 938, 67 L.Ed.2d 109 (1981); accord  REDACTED  cert. denied, 479 U.S. 1066, 107 S.Ct. 952, 93 L.Ed.2d 1001 (1987) (plaintiff bank justifiably relied upon false statements made by defendant broker-dealer even though bank failed to monitor adequately its own risk exposure, failed to take steps other banks routinely engaged in and failed to heed warning signs). The Second Circuit recently summarized the circumstances under which a business entity may be denied relief because of its failure to act with due diligence in the face of fraud: First, in many of these eases, there was a contractual provision expressly disclaiming reliance on any oral representations .... Second, a number of these cases involved issues of nondisclosure, rather than affirmative misrepresentation. Since fraud by affirmative misrepresentation, or actual",844428
"or transportation of such material for the purpose of trafficking are referenced to § 2G2.2 on the basis of the underlying conduct (subsection (c)(2)). Id. at 902 (quoting U.S.S.G. app. c amend. 372 (2003) (emphasis added)). Thus, after looking at the plain text and the history, the Eleventh Circuit concluded that § 2G2.2 should only be used to punish crimes related to trafficking in child pornography, and § 2G2.4 should be left for punishing those who “merely possess child pornography.” Id. We recognize that in contrast the Seventh Circuit has made some statements that support the Government’s position that conviction for receipt requires sentencing under § 2G2.2. In the end, those statements do not persuade us of that conclusion. In  REDACTED  the defendant ordered and received pornographic videos depicting minors via the mail. He later pled guilty to one count of receiving child pornography in contravention of § 2252(a)(2), and the district court sentenced him according to § 2G2.2. Id. at 79. Ellison appealed, claiming that the district court improperly applied § 2G2.2 instead of § 2G2.4. Id. The Seventh Circuit affirmed Ellison’s sentence under § 2G2.2. Id. at 81-82. In reaching that conclusion, the court first examined the four subsections of § 2252(a) and noted that the Guidelines specifically provided that violations of subsections § 2252(a)(l)-(3) are covered by § 2G2.2 and that the violation of subsection § 2252(a)(4) was covered by § 2G2.4. Id. at 79-80. That difference in",502169
"PER CURIAM: Charles E. Taylor, appointed counsel for Gladys Rivera in this direct criminal appeal, has filed both a motion to withdraw from further representation of Ms. Rivera and a brief pursuant to  REDACTED Ms. Rivera has not objected to the Anders brief filed by Mr. Taylor, and our independent review of the entire record reveals that Mr. Taylor’s assessment of the relative merit of Ms. Rivera’s appeal is correct. Because independent examination of the entire record reveals no arguable issues of merit, Mr. Taylor’s motion to withdraw is GRANTED, and Ms. Rivera’s conviction and sentence are AFFIRMED.",604633
"process violation claim, so the judgment should be remitted to reflect only the punitive damage award on that claim. Federal Rule of Civil Procedure 50(a) allows the Court to grant a motion for judgment as a matter of law “[i]f a party has been fully heard on an issue during a jury trial and the court finds that a reasonable jury would not have a legally sufficient evidentiary basis to find for the party on that issue.” Fed.R.Civ.P. 50(a)(1). The defendant in this case preserved his right to make such a motion after judgment by moving for such relief after presentation of all the evidence at trial and specifying the same grounds he raises here. See Fed.R.Civ.P. 50(b);  REDACTED Portage II v. Bryant Petrol. Corp., 899 F.2d 1514, 1522 (6th Cir.1990). The Seventh Amendment to the Constitution provides that “no fact tried by a jury, shall be otherwise reexamined in any Court of the United States, than according to the rules of the common law.” U.S. Const. Am. VII. Therefore, in reviewing a motion for judgment as a matter of law under Federal Rule of Civil Procedure 50(b), the Court must give substantial deference to the jury’s verdict. Radvansky v. City of Olmsted Falls, 496 F.3d 609, 614 (6th Cir.2007). “The motion may be granted only if in viewing the evidence in the light most favorable to the non-moving party, there is no genuine issue of material fact for",549664
"Id. at 661, 107 S.Ct. 2617. The Court also emphasized that the “historical interrelationship” of statutes originating under the Civil Rights Act of 1866 are a reason for construing them similarly. Tillman v. Wheaton-Haven Recreation Assoc., Inc. 410 U.S. 431, 93 S.Ct. 1090, 35 L.Ed.2d 403 (1973). Based on the foregoing, this Court finds that the personal injury statute of limitations is also appropriate for § 1982 causes of action. Multiple circuits concur in this result and have found that the § 1982 causes of action should be treated like § 1983 and § 1981 claims for statute of limitations purposes. See, e.g., Baker v. F & F Investment, 420 F.2d 1191, 1198 (7th Cir.1970);  REDACTED (1985); Scheerer v. Rose State College, 774 F.Supp. 620, 622 (W.D.Okla.1991); Mitchell v. Sung 816 F.Supp. 597, 601 (N.D.Cal.1993). Because the Court views § 1982 and § 1983 the same for statute of limitations purposes, the Court must evaluate which statute of limitations applies in this instance. In Wilson, the Supreme Court sought to resolve, “the conflict, confusion, and uncertainty concerning the appropriate statute of limitations to apply to this most important, and ubiquitous, civil rights statute... ”. Wilson, 471 U.S. at 266, 105 S.Ct. 1938. As discussed above, the Court held that 42 U.S.C. § 1988 requires courts to borrow and apply to all § 1983 claims",160766
"duty to defend under the D & 0 policy and to recover attorney’s fees paid in the underlying Bursten suit. After considering the parties’ cross-motions for summary judgment and hearing oral argument, the district court entered summary judgment in Travelers’s favor. Because the sole basis for Bursten’s lawsuit was water damage to the condominium property that resulted in leaking, mold, and loss of use of the owner’s unit, the district court determined that the underlying claim arose out of damage or destruction to tangible property. The district court therefore concluded that the property damage exclusion applied and that Travelers had no duty to defend East-pointe. This appeal followed. II. We review the district court’s grant of summary judgment de novo.  REDACTED Summary judgment is appropriate when the evidence, viewed in the light most favorable to the nonmoving party, presents no genuine issue of material fact and compels judgment as a matter of law. Celotex Corp. v. Catrett, 477 U.S. 317, 322-23, 106 S.Ct. 2548, 2552, 91 L.Ed.2d 265 (1986). We likewise review the district court’s determination of coverage under an insurance policy de novo. Fireman’s Fund Ins. Co. v. Tropical Shipping & Constr. Co., 254 F.3d 987, 1003 (11th Cir.2001). Because our subject matter jurisdiction in this case is based on diversity of citizenship, 28 U.S.C. § 1332, “Florida law governs the determination of the issues on this appeal.” State Farm Fire & Cas. Co. v. Steinberg, 393 F.3d 1226, 1230",287368
"""REMANDED. . This appeal comes to us on a partial denial of Defendant Miller's motion to dismiss, as opposed to a motion for summary judgment. The district court did not, nor shall we, consider whether a genuine issue of material fact exists. Thus, """"we do not face the appellate jurisdictional problem that may be entangled with a qualified immunity analysis on summary judgment. Cf. Johnson v. Jones, 515 U.S. 304, 319-20, 115 S.Ct. 2151, 132 L.Ed.2d 238 (1995) (holding that 'a defendant, entitled to invoke a qualified immunity defense, may not appeal a district court’s summary judgment order insofar as that order determines whether or not the pretrial record sets forth a ‘genuine’ issue of fact for trial’).’’  REDACTED . In Crawford-El v. Britton, 523 U.S. 574, 597, 118 S.Ct. 1584, 140 L.Ed.2d 759 (1998), the Supreme Court rejected any requirement that a plaintiff adduce clear and convincing evidence of improper motive to defeat a government official’s motion for summary judgment based on qualified immunity. The Court stated that the fairness rational for qualified immunity “does not provide any justification for the imposition of special burdens on plaintiffs who allege misconduct that was plainly unlawful when it occurred.” Id. at 591, 118 S.Ct. 1584. The Court, however, also stated that """"the court may insist that the plaintiff put forward specific, nonconclusory factual allegations that establish improper motive causing cognizable injury in order to survive a prediscovery motion for dismissal""",190564
"1005, 39 L.Ed.2d 260 (1974). The requirement of actual damages has been described by commentators as the majority rule, see Prosser & Keeton on the Law of Torts § 2, at 14 (5th ed.1984), but it has also been sharply criticized, see id; see also Restatement (Second) of Torts § 908 cmt. (c) (1979) (“[I]t is not essential to the recovery of punitive damages that the plaintiff should have suffered any harm, either pecuniary or physical.”). On the opposite side, some other courts have held that an award of nominal damages is sufficient to support punitive damages, see, e.g., Action House, Inc. v. Koolik, 54 F.3d 1009, 1013-14 (2d Cir.1995) (New York law);  REDACTED Am. Bus. Interiors, Inc. v. Haworth, Inc., 798 F.2d 1135, 1146-47 (8th Cir.1986) (Missouri law); Nappe v. Anschelewitz, Barr, Ansell & Bonello, 97 N.J. 37, 477 A.2d 1224, 1231-32 (1984), though there has been disagreement in this line of cases over whether nominal damages qualify when they are awarded for a technical violation of a legal duty that causes no harm to the plaintiff, as opposed to where nominal damages are awarded because it is impossible to give the harm a dollar value, compare Shell Oil Co. v. Parker, 265 Md. 631, 291 A.2d 64, 71-72 (1972) (distinguishing nominal technical damages from nominal compensatory damages that are awarded because of measurement difficulties, and holding that only the",217299
"plain error with respect to his claim that the Government breached the plea agreement. See Puckett, 129 S.Ct. at 1429. The plea agreement contained a provision wherein Barboza-Maldonado waived the right to challenge his guilty plea or the sentence imposed, either on direct appeal or on collateral review, except where he alleged prosecutorial misconduct or ineffective assistance of counsel. The record reveals that Barboza-Maldonado knowingly and voluntarily waived his right to appeal; therefore, he cannot challenge the district court’s denial of a reduction for acceptance of responsibility unless he can demonstrate that the Government breached the plea agreement. See United States v. Bond, 414 F.3d 542, 544 (5th Cir.2005) (citing United States v. McKinney, 406 F.3d 744, 746-47 (5th Cir.2005));  REDACTED The record further reveals that the Government complied with all of its obligations under the plea agreement by not bringing any additional criminal charges, not contesting Barboza-Maldonado’s eligibility for an acceptance of responsibility reduction, and by moving for dismissal of any remaining counts of the indictment. Accordingly, because Barboza-Maldonado’s sentencing issue is barred by a valid appeal waiver provision, we decline to address the merits of his argument. See United States v. Sanchez Guerrero, 546 F.3d 328, 335 (5th Cir.2008); Bond, 414 F.3d at 546. AFFIRMED. Pursuant to 5th Cir. R. 47.5, the court has determined that this opinion should not be published and is not precedent except under the limited circumstances set forth in 5th Cir. R. 47.5.4.",91508
"1277, 1281 (8th Cir.1991) (last alteration in original). The 1993 agreement was for Defendant to market, sell, and distribute the cream developed by Plaintiff using Plaintiffs drug delivery system and Defendant’s Flutrimazole after obtaining the necessary approval from the EEC countries. The “contemplated future consequences” would not occur in Missouri, nor did “the parties’ actual course of dealing.” Moreover, Plaintiffs performance of its part of the contract in Missouri does not give Defendant warning that it might be haled into a Missouri court. Rather, the warning would be given by Defendant’s activities. See Porter, 293 F.3d at 1075. The telephone calls and letters do not suffice. Defendant’s representatives did come to Missouri once. This visit too is insufficient. See  REDACTED Morris, 923 F.2d at 1281 (similar holding when there was a total of three trips). See also Johnson, 614 F.3d at 795 (infrequent trips to deliver subject of action were insufficient to be continuous or systematic for purposes of personal jurisdiction). Citing Sun World Lines, Ltd. v. March Shipping Corp., 585 F.Supp. 580 (E.D.Mo.1984), Plaintiff further argues that specific jurisdiction exists under the long-arm provision of Mo. Rev. Stat. § 506.500.1(3) that a nonresident defendant subjects himself to jurisdiction in Missouri when he commits a",729701
"""Accordingly, the Court is compelled to conclude that summary judgment on the enforceability of the MSC’s indemnity provisions is premature. III. CONCLUSION For the reasons stated above, the Court DENIES W & T’s and Omni’s cross motions for partial summary judgment. . Three additional actions against Omni filed by the heirs of the other passenger, Bert Hol-lier, in the United States District Court for the Western District of Louisiana have recently been transferred to this Court and consolidated with these actions. . That the helicopter ultimately fell into the Gulf of Mexico does not compel a different conclusion. The Fifth Circuit has expressly rejected such a strict interpretation of the situs requirement. See Hodgen, 87 F.3d at 1527;  REDACTED . When, as here, the contract consists of a master agreement and a later, more specific agreement, """"the two must be interpreted together in evaluating whether maritime or land law is applicable to the interpretation and enforceability of the contract's provisions.” Davis & Sons, 919 F.2d at 315. . See Johnson v. Seacor Marine Corp., 404 F.3d 871, 877 (5th Cir.2005). . At oral argument, Omni relied heavily on the Fifth Circuit's decision in Barger for the proposition that a helicopter carrying persons and property to and from offshore platforms is actually """"engaged in maritime activit[y],” as opposed to activity that is simply analogous to maritime activity. A review of Barger, however, reveals that the language relied on by""",325528
